date,likes,retweets,text,verified,Sentiment Label
2021-05-15 02:24:48,0.0,0.0,"AYO I got my vaccine today :) shot 1/2 💉
Lets go Pfizer Team https://t.co/t0tAFRU4vH",0.0,1
2021-05-15 02:24:27,0.0,0.0,i’m getting my covid shot tomorrow !! i’m super excited but v nervous bc i’m terrified of needles and i *might* hav… https://t.co/79UG038mSm,0.0,1
2021-05-15 02:24:11,0.0,0.0,"@buffalo_butt Vaccine porn, that sounds like nude pinup shots of Dr. Fauci and his staff.  That’s just scary. :)",0.0,1
2021-05-15 02:23:26,0.0,0.0,@legasimmer Getting Pfizer tomorrow! :),0.0,1
2021-05-15 02:17:10,1.0,0.0,"@vnzndt i worked on my english essay and got my first dose of the vaccine, and started a show called carmen sandiego that my friend loves :)",0.0,1
2021-05-15 02:17:02,2.0,0.0,Might be getting my C0vid vaccine on Tuesday! :),0.0,1
2021-05-15 02:13:30,0.0,0.0,"THEY SAID :

A ""MAN MADE VACCINE"" WILL WILL SAVE YOU FROM THE VIRUS

(AFTER SELLING THE VACCINE)

(YOU NEED NOT ONE… https://t.co/sI2y4gWJVW",0.0,1
2021-05-15 02:13:18,0.0,0.0,"THEY SAID:

DOING ELECTIONS
&amp;
LARGE RELIGIOUS-GATHERING MELA IN THE RIVER WILL SAVE PEOPLE FORM THE VIRUS:

( NOT W… https://t.co/pm52gUyv4I",0.0,1
2021-05-15 02:12:57,0.0,0.0,TO EARN BLACK MONEY FROM INNOCENT PEOPLE IN THE FAKE NAME OF A VIRUS &amp; CUT CHALLANS OF HEALTHY-PEOPLE (NOT AN INFEC… https://t.co/ZfGecdwi07,0.0,1
2021-05-15 02:12:14,0.0,0.0,"THEY SAID:

A ""LOCK-DOWN"" WILL WILL SAVE YOU FROM THE VIRUS

(AFTER DOING THE DUMB 1-2 YEAR LONG CONTINUOUS LOCK-DO… https://t.co/kaPwU4YNiU",0.0,1
2021-05-15 02:12:05,0.0,0.0,"THEY SAID:

THALI-BAJAO &amp; TALI BAJAO &amp; DIYA JALAO WILL SAVE YOU FROM THE VIRUS.
(NOT WORKED) :) 

#COVID-19
#COVID… https://t.co/HbXAgfOcxb",0.0,1
2021-05-15 02:11:49,1.0,0.0,@DrEricBall @WashingtonHosp @pfizer @CDCgov @US_FDA I told Sam Eric will def notice this shirt :),0.0,1
2021-05-15 02:09:01,1.0,0.0,"But, I guess it’s still nice to see many people there are who can’t wait to get #CucukMYAZ jabbed! I think @JKJAVMY… https://t.co/UH53rakHpK",0.0,1
2021-05-15 02:07:46,1.0,0.0,@nyactor covid-19 :-),0.0,1
2021-05-15 02:07:18,1.0,0.0,I’m a lil nervous for my second vaccine and possible symptoms and I’m currently on my 4th cup of Gatorade :),0.0,1
2021-05-15 02:05:18,0.0,0.0,@b8rries i got my second shot (moderna) two weeks ago and even though i expected my arm to hurt like my first one a… https://t.co/V3G0L9DyBa,0.0,1
2021-05-15 02:00:53,0.0,0.0,"@billbowtell @CrabbBrendan I love it how there is no consensus but yiu act like there is :) 

https://t.co/r6p2mU5UYd",0.0,1
2021-05-15 01:59:02,1.0,0.0,"@tom_hynes @ProfWrightGMU I worry there’s a high correlation, though, between the former group and the one that thi… https://t.co/zUkemAeEE1",0.0,1
2021-05-15 01:57:39,0.0,0.0,"@VaxHuntersCan Thank you for making vaccine information accessible!!!!!! Appreciate you’re team beyond words, keep it up :)",0.0,1
2021-05-15 01:56:07,0.0,0.0,"I think I'm finally done with the worst of it. Body aches, chills, fever, a full blown migraine, cramps, nausea, th… https://t.co/sctLnieLmz",0.0,1
2021-05-15 01:55:55,1.0,0.0,"@ashloope NICEEEEE :) so worth it too, it’s different for all but I didn’t even get sick so it was relieving. Even… https://t.co/ENBRq35maF",0.0,1
2021-05-15 01:47:41,2.0,0.0,i scheduled my appointment for the covid vaccine lets goooo :D,0.0,1
2021-05-15 01:45:25,5.0,0.0,i just got my second vaccine! i’m sleeby and i’m going to nap now :-),0.0,1
2021-05-15 01:44:59,0.0,0.0,"GOOD NEWSSS
im getting the new 12-15 vaccine on monday :D",0.0,1
2021-05-15 01:44:19,1.0,1.0,"@WeMeColombia Thank you for the trust and waiting and so sorry for taking so long to pass it to you because of covid. 
Glad you like it :D",0.0,1
2021-05-15 01:42:05,0.0,0.0,aaaand that’s a wrap on ep 1 of @CircleNetflix! it def is reminiscent of COVID life of interacting w people only on… https://t.co/QVD6VKjbIf,0.0,1
2021-05-15 01:41:15,0.0,0.0,"by the way, i also want the vaccine because it would really help and it’s like getting a flu shot, but i wouldn’t g… https://t.co/64I79brzHI",0.0,1
2021-05-15 01:38:25,2.0,0.0,@DrKate_Miller @DrKGregorevic THis is a much better article :) https://t.co/cNcP5VKS2S,0.0,1
2021-05-15 01:36:39,3.0,1.0,"you are given vaccine cards for a reason! they are small and fit in your wallet. yes, some people may forge them bu… https://t.co/oEjlOyAC1V",0.0,1
2021-05-15 01:34:19,2.0,0.0,"This is a gif that I made even before the covid-19 with my friends at the 
@PointReyesNPS
 at #sunset time. Actuall… https://t.co/UTcHVcCcPm",0.0,1
2021-05-15 01:33:42,2.0,0.0,"did i graduate? yes. 
am I done posting grad pics? no. 

covid may have kept me from making a single friend at isu… https://t.co/9P1E0GyTCe",0.0,1
2021-05-15 01:31:34,0.0,0.0,my county is ending all covid restrictions on monday :)),0.0,1
2021-05-15 01:29:23,1.0,0.0,"@Limbictweets I think this could be a problem not because of viral mutation, but rather human psychology :) - vacci… https://t.co/AbT4pnX18V",0.0,1
2021-05-15 01:27:36,2.0,0.0,got my first opportunity to play an international show and COVID’s gonna ruin it :)),0.0,1
2021-05-15 01:22:36,1.0,1.0,"Another profound quote from the Liar Times:

""In a profound sign of America’s progress against COVID-19, federal of… https://t.co/GuYGhJAMPt",0.0,1
2021-05-15 01:21:00,8.0,0.0,1st dose of covid vaccine is done! :D https://t.co/uHcnle83o2,0.0,1
2021-05-15 01:19:35,0.0,0.0,"@smolaccountaf Towel, gown, watch,  head support, covid, - pata hai, dr hoon   .  .... :)))

Congratulations! - Not… https://t.co/y6r7AziiFr",0.0,1
2021-05-15 01:19:03,1.0,0.0,@glennkirschner2 @YouTube Legendary Glenn and you are a legend! Indeed takes a team; New Zealand beat COVID-19 with… https://t.co/gUuzCDq5gg,0.0,1
2021-05-15 01:18:56,0.0,0.0,@newscientist @DavidDeutschOxf unfortunately  I took my second Pfizer vaccine three weeks after the first one .....   :P,0.0,1
2021-05-15 01:16:28,5.0,0.0,"So... 11 hours after the first #Pfizer shot and my take is this.
The least painful shot I've ever received.
It went… https://t.co/Z79a4LrlJk",0.0,1
2021-05-15 01:15:19,2.0,1.0,"Ok so a neighbour and I worked together...

Attempt 1: playing The Pandemic Isn't Over Just Because Your Over it ou… https://t.co/j4uyBiQU77",0.0,1
2021-05-15 01:14:47,0.0,0.0,im getting my first dose of the vaccine tmw and redying my hair :),0.0,1
2021-05-15 01:12:36,0.0,0.0,PSA if someone doesn’t wanna get the vaccine plz don’t be down their throat to get it we all do what we think is best :)),0.0,1
2021-05-15 01:11:30,1.0,0.0,pls respect businesses who say they still require masks!!! also daily reminder that covid is still a thing. :-),0.0,1
